patient	cluster	entrez	gene	source	subtype	id	name
NP11	0	5071	PRKN	go	BP	GO:0061734	parkin-mediated mitophagy in response to mitochondrial depolarization
NP11	0	5071	PRKN	go	BP	GO:0070050	neuron cellular homeostasis
NP11	0	5071	PRKN	go	BP	GO:0070534	protein K63-linked ubiquitination
NP11	0	5071	PRKN	go	BP	GO:0070585	protein localization to mitochondrion
NP11	0	5071	PRKN	go	BP	GO:0070842	aggresome assembly
NP11	0	5071	PRKN	go	BP	GO:0070936	protein K48-linked ubiquitination
NP11	0	5071	PRKN	go	BP	GO:0070979	protein K11-linked ubiquitination
NP11	0	5071	PRKN	go	BP	GO:0071287	cellular response to manganese ion
NP11	0	5071	PRKN	go	BP	GO:0085020	protein K6-linked ubiquitination
NP11	0	5071	PRKN	go	BP	GO:0090090	negative regulation of canonical Wnt signaling pathway
NP11	0	5071	PRKN	go	BP	GO:0090141	positive regulation of mitochondrial fission
NP11	0	5071	PRKN	go	BP	GO:0090201	negative regulation of release of cytochrome c from mitochondria
NP11	0	5071	PRKN	go	BP	GO:0097237	cellular response to toxic substance
NP11	0	5071	PRKN	go	BP	GO:0098779	mitophagy in response to mitochondrial depolarization
NP11	0	5071	PRKN	go	BP	GO:0099074	mitochondrion to lysosome transport
NP11	0	5071	PRKN	go	BP	GO:1900407	regulation of cellular response to oxidative stress
NP11	0	5071	PRKN	go	BP	GO:1901215	negative regulation of neuron death
NP11	0	5071	PRKN	go	BP	GO:1901800	positive regulation of proteasomal protein catabolic process
NP11	0	5071	PRKN	go	BP	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
NP11	0	5071	PRKN	go	BP	GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator
NP11	0	5071	PRKN	go	BP	GO:1902283	negative regulation of primary amine oxidase activity
NP11	0	5071	PRKN	go	BP	GO:1902530	positive regulation of protein linear polyubiquitination
NP11	0	5071	PRKN	go	BP	GO:1902803	regulation of synaptic vesicle transport
NP11	0	5071	PRKN	go	BP	GO:1903202	negative regulation of oxidative stress-induced cell death
NP11	0	5071	PRKN	go	BP	GO:1903214	regulation of protein targeting to mitochondrion
NP11	0	5071	PRKN	go	BP	GO:1903265	positive regulation of tumor necrosis factor-mediated signaling pathway
NP11	0	5071	PRKN	go	BP	GO:1903351	cellular response to dopamine
NP11	0	5071	PRKN	go	BP	GO:1903377	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
NP11	0	5071	PRKN	go	BP	GO:1903378	positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
NP11	0	5071	PRKN	go	BP	GO:1903382	negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway
NP11	0	5071	PRKN	go	BP	GO:1903861	positive regulation of dendrite extension
NP11	0	5071	PRKN	go	BP	GO:1904049	negative regulation of spontaneous neurotransmitter secretion
NP11	0	5071	PRKN	go	BP	GO:2000377	regulation of reactive oxygen species metabolic process
NP11	0	5071	PRKN	go	BP	GO:2000378	negative regulation of reactive oxygen species metabolic process
NP17	0	5093	PCBP1	go	BP	GO:0000398	mRNA splicing, via spliceosome
NP17	0	5093	PCBP1	go	BP	GO:0010467	gene expression
NP17	0	5093	PCBP1	go	BP	GO:0039694	viral RNA genome replication
NP17	0	5093	PCBP1	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP17	0	5093	PCBP1	go	BP	GO:0098609	cell-cell adhesion
NP17	0	5136	PDE1A	go	BP	GO:0006198	cAMP catabolic process
NP17	0	5136	PDE1A	go	BP	GO:0007165	signal transduction
NP17	0	5136	PDE1A	go	BP	GO:0034391	regulation of smooth muscle cell apoptotic process
NP17	0	5136	PDE1A	go	BP	GO:0046069	cGMP catabolic process
NP17	0	5136	PDE1A	go	BP	GO:0048660	regulation of smooth muscle cell proliferation
NP16	0	5143	PDE4C	go	BP	GO:0006198	cAMP catabolic process
NP16	0	5143	PDE4C	go	BP	GO:0007165	signal transduction
NP12	0	5187	PER1	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP12	0	5187	PER1	go	BP	GO:0002028	regulation of sodium ion transport
NP12	0	5187	PER1	go	BP	GO:0006351	transcription, DNA-templated
NP12	0	5187	PER1	go	BP	GO:0007623	circadian rhythm
NP12	0	5187	PER1	go	BP	GO:0009649	entrainment of circadian clock
NP12	0	5187	PER1	go	BP	GO:0010608	posttranscriptional regulation of gene expression
NP12	0	5187	PER1	go	BP	GO:0032922	circadian regulation of gene expression
NP12	0	5187	PER1	go	BP	GO:0042634	regulation of hair cycle
NP12	0	5187	PER1	go	BP	GO:0042752	regulation of circadian rhythm
NP12	0	5187	PER1	go	BP	GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling
NP12	0	5187	PER1	go	BP	GO:0043153	entrainment of circadian clock by photoperiod
NP12	0	5187	PER1	go	BP	GO:0043966	histone H3 acetylation
NP12	0	5187	PER1	go	BP	GO:0043967	histone H4 acetylation
NP12	0	5187	PER1	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP12	0	5187	PER1	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP12	0	5187	PER1	go	BP	GO:0046329	negative regulation of JNK cascade
NP12	0	5187	PER1	go	BP	GO:0051591	response to cAMP
NP12	0	5187	PER1	go	BP	GO:0070932	histone H3 deacetylation
NP12	0	5187	PER1	go	BP	GO:0097167	circadian regulation of translation
NP12	0	5187	PER1	go	BP	GO:1900015	regulation of cytokine production involved in inflammatory response
NP12	0	5187	PER1	go	BP	GO:1900744	regulation of p38MAPK cascade
NP12	0	5187	PER1	go	BP	GO:2000323	negative regulation of glucocorticoid receptor signaling pathway
NP10	6	5256	PHKA2	go	BP	GO:0005975	carbohydrate metabolic process
NP10	6	5256	PHKA2	go	BP	GO:0005980	glycogen catabolic process
NP10	6	5256	PHKA2	go	BP	GO:0006091	generation of precursor metabolites and energy
NP10	6	5256	PHKA2	go	BP	GO:0006464	cellular protein modification process
NP10	6	5256	PHKA2	go	BP	GO:0006468	protein phosphorylation
NP11	0	5311	PKD2	go	BP	GO:0001658	branching involved in ureteric bud morphogenesis
NP11	0	5311	PKD2	go	BP	GO:0001889	liver development
NP11	0	5311	PKD2	go	BP	GO:0001892	embryonic placenta development
NP11	0	5311	PKD2	go	BP	GO:0001947	heart looping
NP11	0	5311	PKD2	go	BP	GO:0003127	detection of nodal flow
NP11	0	5311	PKD2	go	BP	GO:0006816	calcium ion transport
NP11	0	5311	PKD2	go	BP	GO:0007050	cell cycle arrest
NP11	0	5311	PKD2	go	BP	GO:0007259	JAK-STAT cascade
NP11	0	5311	PKD2	go	BP	GO:0007368	determination of left/right symmetry
NP11	0	5311	PKD2	go	BP	GO:0007507	heart development
NP11	0	5311	PKD2	go	BP	GO:0008285	negative regulation of cell proliferation
NP11	0	5311	PKD2	go	BP	GO:0021510	spinal cord development
NP11	0	5311	PKD2	go	BP	GO:0021915	neural tube development
NP11	0	5311	PKD2	go	BP	GO:0030814	regulation of cAMP metabolic process
NP11	0	5311	PKD2	go	BP	GO:0031587	positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity
NP11	0	5311	PKD2	go	BP	GO:0031659	positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle
NP11	0	5311	PKD2	go	BP	GO:0034614	cellular response to reactive oxygen species
NP11	0	5311	PKD2	go	BP	GO:0035502	metanephric part of ureteric bud development
NP11	0	5311	PKD2	go	BP	GO:0035725	sodium ion transmembrane transport
NP11	0	5311	PKD2	go	BP	GO:0035904	aorta development
NP11	0	5311	PKD2	go	BP	GO:0042127	regulation of cell proliferation
NP11	0	5311	PKD2	go	BP	GO:0042994	cytoplasmic sequestering of transcription factor
NP11	0	5311	PKD2	go	BP	GO:0045429	positive regulation of nitric oxide biosynthetic process
NP11	0	5311	PKD2	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	5311	PKD2	go	BP	GO:0050982	detection of mechanical stimulus
NP11	0	5311	PKD2	go	BP	GO:0051209	release of sequestered calcium ion into cytosol
NP11	0	5311	PKD2	go	BP	GO:0051298	centrosome duplication
NP11	0	5311	PKD2	go	BP	GO:0060078	regulation of postsynaptic membrane potential
NP11	0	5311	PKD2	go	BP	GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity
NP11	0	5311	PKD2	go	BP	GO:0060674	placenta blood vessel development
NP11	0	5311	PKD2	go	BP	GO:0061333	renal tubule morphogenesis
NP11	0	5311	PKD2	go	BP	GO:0061441	renal artery morphogenesis
NP11	0	5311	PKD2	go	BP	GO:0070588	calcium ion transmembrane transport
NP11	0	5311	PKD2	go	BP	GO:0071158	positive regulation of cell cycle arrest
NP11	0	5311	PKD2	go	BP	GO:0071464	cellular response to hydrostatic pressure
NP11	0	5311	PKD2	go	BP	GO:0071470	cellular response to osmotic stress
NP11	0	5311	PKD2	go	BP	GO:0071498	cellular response to fluid shear stress
NP11	0	5311	PKD2	go	BP	GO:0071805	potassium ion transmembrane transport
NP11	0	5311	PKD2	go	BP	GO:0071910	determination of liver left/right asymmetry
NP11	0	5311	PKD2	go	BP	GO:0072075	metanephric mesenchyme development
NP11	0	5311	PKD2	go	BP	GO:0072164	mesonephric tubule development
NP11	0	5311	PKD2	go	BP	GO:0072177	mesonephric duct development
NP11	0	5311	PKD2	go	BP	GO:0072208	metanephric smooth muscle tissue development
NP11	0	5311	PKD2	go	BP	GO:0072214	metanephric cortex development
NP11	0	5311	PKD2	go	BP	GO:0072218	metanephric ascending thin limb development
NP11	0	5311	PKD2	go	BP	GO:0072219	metanephric cortical collecting duct development
NP11	0	5311	PKD2	go	BP	GO:0072235	metanephric distal tubule development
NP11	0	5311	PKD2	go	BP	GO:0072284	metanephric S-shaped body morphogenesis
NP11	0	5311	PKD2	go	BP	GO:0090279	regulation of calcium ion import
NP11	0	5311	PKD2	go	BP	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle
NP11	0	5314	PKHD1	go	BP	GO:0001822	kidney development
NP11	0	5314	PKHD1	go	BP	GO:0006874	cellular calcium ion homeostasis
NP11	0	5314	PKHD1	go	BP	GO:0008284	positive regulation of cell proliferation
NP11	0	5314	PKHD1	go	BP	GO:0010824	regulation of centrosome duplication
NP11	0	5314	PKHD1	go	BP	GO:0016337	single organismal cell-cell adhesion
NP11	0	5314	PKHD1	go	BP	GO:0032006	regulation of TOR signaling
NP11	0	5314	PKHD1	go	BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity
NP11	0	5314	PKHD1	go	BP	GO:0042384	cilium assembly
NP11	0	5314	PKHD1	go	BP	GO:0042592	homeostatic process
NP11	0	5314	PKHD1	go	BP	GO:0043066	negative regulation of apoptotic process
NP11	0	5314	PKHD1	go	BP	GO:0051271	negative regulation of cellular component movement
NP11	0	5314	PKHD1	go	BP	GO:0051898	negative regulation of protein kinase B signaling
NP11	0	5314	PKHD1	go	BP	GO:0070372	regulation of ERK1 and ERK2 cascade
NP16	0	5331	PLCB3	go	BP	GO:0003073	regulation of systemic arterial blood pressure
NP16	0	5331	PLCB3	go	BP	GO:0007223	Wnt signaling pathway, calcium modulating pathway
NP16	0	5331	PLCB3	go	BP	GO:0007268	chemical synaptic transmission
NP16	0	5331	PLCB3	go	BP	GO:0016042	lipid catabolic process
NP16	0	5331	PLCB3	go	BP	GO:0035556	intracellular signal transduction
NP16	0	5331	PLCB3	go	BP	GO:0043647	inositol phosphate metabolic process
NP16	0	5331	PLCB3	go	BP	GO:0098609	cell-cell adhesion
NP12	0	5334	PLCL1	go	BP	GO:0006629	lipid metabolic process
NP12	0	5334	PLCL1	go	BP	GO:0007214	gamma-aminobutyric acid signaling pathway
NP12	0	5334	PLCL1	go	BP	GO:0032228	regulation of synaptic transmission, GABAergic
NP12	0	5334	PLCL1	go	BP	GO:0033135	regulation of peptidyl-serine phosphorylation
NP12	0	5334	PLCL1	go	BP	GO:0035556	intracellular signal transduction
NP12	0	5334	PLCL1	go	BP	GO:1900122	positive regulation of receptor binding
NP16	0	5335	PLCG1	go	BP	GO:0000186	activation of MAPKK activity
NP16	0	5335	PLCG1	go	BP	GO:0001701	in utero embryonic development
NP16	0	5335	PLCG1	go	BP	GO:0007165	signal transduction
NP16	0	5335	PLCG1	go	BP	GO:0007173	epidermal growth factor receptor signaling pathway
NP16	0	5335	PLCG1	go	BP	GO:0009395	phospholipid catabolic process
NP16	0	5335	PLCG1	go	BP	GO:0010634	positive regulation of epithelial cell migration
NP16	0	5335	PLCG1	go	BP	GO:0016032	viral process
NP16	0	5335	PLCG1	go	BP	GO:0016477	cell migration
NP16	0	5335	PLCG1	go	BP	GO:0019722	calcium-mediated signaling
NP16	0	5335	PLCG1	go	BP	GO:0038095	Fc-epsilon receptor signaling pathway
NP16	0	5335	PLCG1	go	BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis
NP16	0	5335	PLCG1	go	BP	GO:0043536	positive regulation of blood vessel endothelial cell migration
NP16	0	5335	PLCG1	go	BP	GO:0043647	inositol phosphate metabolic process
NP16	0	5335	PLCG1	go	BP	GO:0045766	positive regulation of angiogenesis
NP16	0	5335	PLCG1	go	BP	GO:0050852	T cell receptor signaling pathway
NP16	0	5335	PLCG1	go	BP	GO:0050900	leukocyte migration
NP16	0	5335	PLCG1	go	BP	GO:0051281	positive regulation of release of sequestered calcium ion into cytosol
NP16	0	5335	PLCG1	go	BP	GO:0071364	cellular response to epidermal growth factor stimulus
NP16	0	5352	PLOD2	go	BP	GO:0001666	response to hypoxia
NP16	0	5352	PLOD2	go	BP	GO:0006464	cellular protein modification process
NP16	0	5352	PLOD2	go	BP	GO:0055114	oxidation-reduction process
NP11	0	5407	PNLIPRP1	go	BP	GO:0006629	lipid metabolic process
NP11	0	5420	PODXL	go	BP	GO:0007155	cell adhesion
NP11	0	5420	PODXL	go	BP	GO:0007162	negative regulation of cell adhesion
NP11	0	5420	PODXL	go	BP	GO:0016477	cell migration
NP11	0	5420	PODXL	go	BP	GO:0022408	negative regulation of cell-cell adhesion
NP11	0	5420	PODXL	go	BP	GO:0030335	positive regulation of cell migration
NP11	0	5420	PODXL	go	BP	GO:0032534	regulation of microvillus assembly
NP11	0	5420	PODXL	go	BP	GO:0033634	positive regulation of cell-cell adhesion mediated by integrin
NP11	0	5420	PODXL	go	BP	GO:0050900	leukocyte migration
NP11	0	5420	PODXL	go	BP	GO:0072015	glomerular visceral epithelial cell development
NP11	0	5420	PODXL	go	BP	GO:0072175	epithelial tube formation
NP12	0	5458	POU4F2	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP12	0	5458	POU4F2	go	BP	GO:0000165	MAPK cascade
NP12	0	5458	POU4F2	go	BP	GO:0006357	regulation of transcription from RNA polymerase II promoter
NP12	0	5458	POU4F2	go	BP	GO:0006366	transcription from RNA polymerase II promoter
NP12	0	5458	POU4F2	go	BP	GO:0007283	spermatogenesis
NP12	0	5458	POU4F2	go	BP	GO:0007411	axon guidance
NP12	0	5458	POU4F2	go	BP	GO:0007605	sensory perception of sound
NP12	0	5458	POU4F2	go	BP	GO:0030182	neuron differentiation
NP12	0	5458	POU4F2	go	BP	GO:0030520	intracellular estrogen receptor signaling pathway
NP12	0	5458	POU4F2	go	BP	GO:0031290	retinal ganglion cell axon guidance
NP12	0	5458	POU4F2	go	BP	GO:0045597	positive regulation of cell differentiation
NP12	0	5458	POU4F2	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP12	0	5458	POU4F2	go	BP	GO:0048675	axon extension
NP12	0	5458	POU4F2	go	BP	GO:0050885	neuromuscular process controlling balance
NP12	0	5458	POU4F2	go	BP	GO:0060041	retina development in camera-type eye
NP12	0	5458	POU4F2	go	BP	GO:1901796	regulation of signal transduction by p53 class mediator
NP19	0	5459	POU4F3	go	BP	GO:0006366	transcription from RNA polymerase II promoter
NP19	0	5459	POU4F3	go	BP	GO:0007601	visual perception
NP19	0	5459	POU4F3	go	BP	GO:0007605	sensory perception of sound
NP19	0	5459	POU4F3	go	BP	GO:0021562	vestibulocochlear nerve development
NP19	0	5459	POU4F3	go	BP	GO:0031290	retinal ganglion cell axon guidance
NP19	0	5459	POU4F3	go	BP	GO:0042472	inner ear morphogenesis
NP19	0	5459	POU4F3	go	BP	GO:0042491	auditory receptor cell differentiation
NP19	0	5459	POU4F3	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP19	0	5459	POU4F3	go	BP	GO:0048675	axon extension
NP19	0	5459	POU4F3	go	BP	GO:0050885	neuromuscular process controlling balance
NP19	0	5459	POU4F3	go	BP	GO:0051402	neuron apoptotic process
NP11	0	5530	PPP3CA	go	BP	GO:0000082	G1/S transition of mitotic cell cycle
NP11	0	5530	PPP3CA	go	BP	GO:0001975	response to amphetamine
NP11	0	5530	PPP3CA	go	BP	GO:0006470	protein dephosphorylation
NP11	0	5530	PPP3CA	go	BP	GO:0006606	protein import into nucleus
NP11	0	5530	PPP3CA	go	BP	GO:0006816	calcium ion transport
NP11	0	5530	PPP3CA	go	BP	GO:0007223	Wnt signaling pathway, calcium modulating pathway
NP11	0	5530	PPP3CA	go	BP	GO:0014883	transition between fast and slow fiber
NP11	0	5530	PPP3CA	go	BP	GO:0014898	cardiac muscle hypertrophy in response to stress
NP11	0	5530	PPP3CA	go	BP	GO:0016311	dephosphorylation
NP11	0	5530	PPP3CA	go	BP	GO:0033173	calcineurin-NFAT signaling cascade
NP11	0	5530	PPP3CA	go	BP	GO:0033555	multicellular organismal response to stress
NP11	0	5530	PPP3CA	go	BP	GO:0035562	negative regulation of chromatin binding
NP11	0	5530	PPP3CA	go	BP	GO:0035690	cellular response to drug
NP11	0	5530	PPP3CA	go	BP	GO:0038095	Fc-epsilon receptor signaling pathway
NP11	0	5530	PPP3CA	go	BP	GO:0042110	T cell activation
NP11	0	5530	PPP3CA	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	5530	PPP3CA	go	BP	GO:0046676	negative regulation of insulin secretion
NP11	0	5530	PPP3CA	go	BP	GO:0048741	skeletal muscle fiber development
NP11	0	5530	PPP3CA	go	BP	GO:0050774	negative regulation of dendrite morphogenesis
NP11	0	5530	PPP3CA	go	BP	GO:0050804	modulation of synaptic transmission
NP11	0	5530	PPP3CA	go	BP	GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity
NP11	0	5530	PPP3CA	go	BP	GO:0051533	positive regulation of NFAT protein import into nucleus
NP11	0	5530	PPP3CA	go	BP	GO:0051592	response to calcium ion
NP11	0	5530	PPP3CA	go	BP	GO:0060079	excitatory postsynaptic potential
NP11	0	5530	PPP3CA	go	BP	GO:0071333	cellular response to glucose stimulus
NP11	0	5530	PPP3CA	go	BP	GO:1903244	positive regulation of cardiac muscle hypertrophy in response to stress
NP11	0	5537	PPP6C	go	BP	GO:0000082	G1/S transition of mitotic cell cycle
NP11	0	5537	PPP6C	go	BP	GO:0006470	protein dephosphorylation
NP11	0	5537	PPP6C	go	BP	GO:0048208	COPII vesicle coating
NP11	0	5540	NPY4R	go	BP	GO:0007166	cell surface receptor signaling pathway
NP11	0	5540	NPY4R	go	BP	GO:0007186	G-protein coupled receptor signaling pathway
NP11	0	5540	NPY4R	go	BP	GO:0007218	neuropeptide signaling pathway
NP11	0	5540	NPY4R	go	BP	GO:0007586	digestion
NP11	0	5540	NPY4R	go	BP	GO:0007631	feeding behavior
NP11	0	5540	NPY4R	go	BP	GO:0008015	blood circulation
NP12	0	5568	PRKACG	go	BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway
NP12	0	5568	PRKACG	go	BP	GO:0003091	renal water homeostasis
NP12	0	5568	PRKACG	go	BP	GO:0006468	protein phosphorylation
NP12	0	5568	PRKACG	go	BP	GO:0007283	spermatogenesis
NP12	0	5568	PRKACG	go	BP	GO:0007596	blood coagulation
NP12	0	5568	PRKACG	go	BP	GO:0008584	male gonad development
NP12	0	5568	PRKACG	go	BP	GO:0034199	activation of protein kinase A activity
NP12	0	5568	PRKACG	go	BP	GO:0042157	lipoprotein metabolic process
NP12	0	5568	PRKACG	go	BP	GO:0071377	cellular response to glucagon stimulus
NP11	0	5592	PRKG1	go	BP	GO:0001764	neuron migration
NP19	0	5592	PRKG1	go	BP	GO:0001764	neuron migration
NP11	0	5592	PRKG1	go	BP	GO:0006468	protein phosphorylation
NP19	0	5592	PRKG1	go	BP	GO:0006468	protein phosphorylation
NP11	0	5592	PRKG1	go	BP	GO:0007165	signal transduction
NP19	0	5592	PRKG1	go	BP	GO:0007165	signal transduction
NP11	0	5592	PRKG1	go	BP	GO:0016358	dendrite development
NP19	0	5592	PRKG1	go	BP	GO:0016358	dendrite development
NP11	0	5592	PRKG1	go	BP	GO:0019934	cGMP-mediated signaling
NP19	0	5592	PRKG1	go	BP	GO:0019934	cGMP-mediated signaling
NP11	0	5592	PRKG1	go	BP	GO:0030036	actin cytoskeleton organization
NP19	0	5592	PRKG1	go	BP	GO:0030036	actin cytoskeleton organization
NP11	0	5592	PRKG1	go	BP	GO:0030900	forebrain development
NP19	0	5592	PRKG1	go	BP	GO:0030900	forebrain development
NP11	0	5592	PRKG1	go	BP	GO:0043087	regulation of GTPase activity
NP19	0	5592	PRKG1	go	BP	GO:0043087	regulation of GTPase activity
NP11	0	5592	PRKG1	go	BP	GO:0060087	relaxation of vascular smooth muscle
NP19	0	5592	PRKG1	go	BP	GO:0060087	relaxation of vascular smooth muscle
NP11	0	5592	PRKG1	go	BP	GO:0090331	negative regulation of platelet aggregation
NP19	0	5592	PRKG1	go	BP	GO:0090331	negative regulation of platelet aggregation
